"","Time","diaryday","av","n","tot","SharePerHour","SEX"
"26848",619,"1","Religion and volunteering",7,1790,0.39,"boys"
"26849",619,"1","School / Study",175,1790,9.78,"boys"
"26850",619,"1","Social leisure",81,1790,4.53,"boys"
"26851",619,"1","Sport exercise",60,1790,3.35,"boys"
"26852",619,"1","TV/radio",118,1790,6.59,"boys"
"26853",619,"2","Cultural leisure",37,1790,2.07,"boys"
"26854",619,"2","Domestic work",178,1790,9.94,"boys"
"26855",619,"2","Eat drink",126,1790,7.04,"boys"
"26856",619,"2","Miscellaneous",77,1790,4.3,"boys"
"26857",619,"2","Nonsocial leisure",110,1790,6.15,"boys"
"26858",619,"2","Paid work",318,1790,17.77,"boys"
"26859",619,"2","Personal care",551,1790,30.78,"boys"
"26860",619,"2","Religion and volunteering",12,1790,0.67,"boys"
"26861",619,"2","School / Study",13,1790,0.73,"boys"
"26862",619,"2","Social leisure",96,1790,5.36,"boys"
"26863",619,"2","Sport exercise",71,1790,3.97,"boys"
"26864",619,"2","TV/radio",201,1790,11.23,"boys"
"26865",619,"3","Cultural leisure",54,1790,3.02,"boys"
"26866",619,"3","Domestic work",105,1790,5.87,"boys"
"26867",619,"3","Eat drink",145,1790,8.1,"boys"
"26868",619,"3","Miscellaneous",130,1790,7.26,"boys"
"26869",619,"3","Nonsocial leisure",96,1790,5.36,"boys"
"26870",619,"3","Paid work",117,1790,6.54,"boys"
"26871",619,"3","Personal care",775,1790,43.3,"boys"
"26872",619,"3","Religion and volunteering",67,1790,3.74,"boys"
"26873",619,"3","School / Study",13,1790,0.73,"boys"
"26874",619,"3","Social leisure",89,1790,4.97,"boys"
"26875",619,"3","Sport exercise",92,1790,5.14,"boys"
"26876",619,"3","TV/radio",107,1790,5.98,"boys"
"26877",619,"4","Cultural leisure",40,1790,2.23,"boys"
"26878",619,"4","Domestic work",113,1790,6.31,"boys"
"26879",619,"4","Eat drink",87,1790,4.86,"boys"
"26880",619,"4","Miscellaneous",68,1790,3.8,"boys"
"26881",619,"4","Nonsocial leisure",74,1790,4.13,"boys"
"26882",619,"4","Paid work",524,1790,29.27,"boys"
"26883",619,"4","Personal care",452,1790,25.25,"boys"
"26884",619,"4","Religion and volunteering",11,1790,0.61,"boys"
"26885",619,"4","School / Study",202,1790,11.28,"boys"
"26886",619,"4","Social leisure",85,1790,4.75,"boys"
"26887",619,"4","Sport exercise",52,1790,2.91,"boys"
"26888",619,"4","TV/radio",82,1790,4.58,"boys"
"26889",620,"1","Cultural leisure",52,1790,2.91,"boys"
"26890",620,"1","Domestic work",150,1790,8.38,"boys"
"26891",620,"1","Eat drink",123,1790,6.87,"boys"
"26892",620,"1","Miscellaneous",58,1790,3.24,"boys"
"26893",620,"1","Nonsocial leisure",70,1790,3.91,"boys"
"26894",620,"1","Paid work",508,1790,28.38,"boys"
"26895",620,"1","Personal care",387,1790,21.62,"boys"
"26896",620,"1","Religion and volunteering",7,1790,0.39,"boys"
"26897",620,"1","School / Study",175,1790,9.78,"boys"
"26898",620,"1","Social leisure",81,1790,4.53,"boys"
"26899",620,"1","Sport exercise",60,1790,3.35,"boys"
"26900",620,"1","TV/radio",119,1790,6.65,"boys"
"26901",620,"2","Cultural leisure",37,1790,2.07,"boys"
"26902",620,"2","Domestic work",177,1790,9.89,"boys"
"26903",620,"2","Eat drink",125,1790,6.98,"boys"
"26904",620,"2","Miscellaneous",79,1790,4.41,"boys"
"26905",620,"2","Nonsocial leisure",110,1790,6.15,"boys"
"26906",620,"2","Paid work",318,1790,17.77,"boys"
"26907",620,"2","Personal care",551,1790,30.78,"boys"
"26908",620,"2","Religion and volunteering",12,1790,0.67,"boys"
"26909",620,"2","School / Study",13,1790,0.73,"boys"
"26910",620,"2","Social leisure",96,1790,5.36,"boys"
"26911",620,"2","Sport exercise",71,1790,3.97,"boys"
"26912",620,"2","TV/radio",201,1790,11.23,"boys"
"26913",620,"3","Cultural leisure",54,1790,3.02,"boys"
"26914",620,"3","Domestic work",106,1790,5.92,"boys"
"26915",620,"3","Eat drink",146,1790,8.16,"boys"
"26916",620,"3","Miscellaneous",130,1790,7.26,"boys"
"26917",620,"3","Nonsocial leisure",96,1790,5.36,"boys"
"26918",620,"3","Paid work",117,1790,6.54,"boys"
"26919",620,"3","Personal care",773,1790,43.18,"boys"
"26920",620,"3","Religion and volunteering",67,1790,3.74,"boys"
"26921",620,"3","School / Study",13,1790,0.73,"boys"
"26922",620,"3","Social leisure",89,1790,4.97,"boys"
"26923",620,"3","Sport exercise",92,1790,5.14,"boys"
"26924",620,"3","TV/radio",107,1790,5.98,"boys"
"26925",620,"4","Cultural leisure",40,1790,2.23,"boys"
"26926",620,"4","Domestic work",113,1790,6.31,"boys"
"26927",620,"4","Eat drink",86,1790,4.8,"boys"
"26928",620,"4","Miscellaneous",68,1790,3.8,"boys"
"26929",620,"4","Nonsocial leisure",74,1790,4.13,"boys"
"26930",620,"4","Paid work",524,1790,29.27,"boys"
"26931",620,"4","Personal care",453,1790,25.31,"boys"
"26932",620,"4","Religion and volunteering",11,1790,0.61,"boys"
"26933",620,"4","School / Study",202,1790,11.28,"boys"
"26934",620,"4","Social leisure",85,1790,4.75,"boys"
"26935",620,"4","Sport exercise",52,1790,2.91,"boys"
"26936",620,"4","TV/radio",82,1790,4.58,"boys"
"26937",621,"1","Cultural leisure",49,1790,2.74,"boys"
"26938",621,"1","Domestic work",160,1790,8.94,"boys"
"26939",621,"1","Eat drink",118,1790,6.59,"boys"
"26940",621,"1","Miscellaneous",53,1790,2.96,"boys"
"26941",621,"1","Nonsocial leisure",75,1790,4.19,"boys"
"26942",621,"1","Paid work",508,1790,28.38,"boys"
"26943",621,"1","Personal care",370,1790,20.67,"boys"
"26944",621,"1","Religion and volunteering",9,1790,0.5,"boys"
"26945",621,"1","School / Study",175,1790,9.78,"boys"
"26946",621,"1","Social leisure",84,1790,4.69,"boys"
"26947",621,"1","Sport exercise",68,1790,3.8,"boys"
"26948",621,"1","TV/radio",121,1790,6.76,"boys"
"26949",621,"2","Cultural leisure",37,1790,2.07,"boys"
"26950",621,"2","Domestic work",182,1790,10.17,"boys"
"26951",621,"2","Eat drink",132,1790,7.37,"boys"
"26952",621,"2","Miscellaneous",73,1790,4.08,"boys"
"26953",621,"2","Nonsocial leisure",112,1790,6.26,"boys"
"26954",621,"2","Paid work",324,1790,18.1,"boys"
"26955",621,"2","Personal care",524,1790,29.27,"boys"
"26956",621,"2","Religion and volunteering",13,1790,0.73,"boys"
"26957",621,"2","School / Study",12,1790,0.67,"boys"
"26958",621,"2","Social leisure",98,1790,5.47,"boys"
"26959",621,"2","Sport exercise",74,1790,4.13,"boys"
"26960",621,"2","TV/radio",209,1790,11.68,"boys"
"26961",621,"3","Cultural leisure",61,1790,3.41,"boys"
"26962",621,"3","Domestic work",109,1790,6.09,"boys"
"26963",621,"3","Eat drink",142,1790,7.93,"boys"
"26964",621,"3","Miscellaneous",131,1790,7.32,"boys"
"26965",621,"3","Nonsocial leisure",99,1790,5.53,"boys"
"26966",621,"3","Paid work",117,1790,6.54,"boys"
"26967",621,"3","Personal care",747,1790,41.73,"boys"
"26968",621,"3","Religion and volunteering",75,1790,4.19,"boys"
"26969",621,"3","School / Study",13,1790,0.73,"boys"
"26970",621,"3","Social leisure",92,1790,5.14,"boys"
"26971",621,"3","Sport exercise",94,1790,5.25,"boys"
"26972",621,"3","TV/radio",110,1790,6.15,"boys"
"26973",621,"4","Cultural leisure",39,1790,2.18,"boys"
"26974",621,"4","Domestic work",118,1790,6.59,"boys"
"26975",621,"4","Eat drink",86,1790,4.8,"boys"
"26976",621,"4","Miscellaneous",68,1790,3.8,"boys"
"26977",621,"4","Nonsocial leisure",75,1790,4.19,"boys"
"26978",621,"4","Paid work",526,1790,29.39,"boys"
"26979",621,"4","Personal care",443,1790,24.75,"boys"
"26980",621,"4","Religion and volunteering",8,1790,0.45,"boys"
"26981",621,"4","School / Study",201,1790,11.23,"boys"
"26982",621,"4","Social leisure",88,1790,4.92,"boys"
"26983",621,"4","Sport exercise",52,1790,2.91,"boys"
"26984",621,"4","TV/radio",86,1790,4.8,"boys"
"26985",622,"1","Cultural leisure",49,1790,2.74,"boys"
"26986",622,"1","Domestic work",158,1790,8.83,"boys"
"26987",622,"1","Eat drink",119,1790,6.65,"boys"
"26988",622,"1","Miscellaneous",53,1790,2.96,"boys"
"26989",622,"1","Nonsocial leisure",75,1790,4.19,"boys"
"26990",622,"1","Paid work",508,1790,28.38,"boys"
"26991",622,"1","Personal care",370,1790,20.67,"boys"
"26992",622,"1","Religion and volunteering",9,1790,0.5,"boys"
"26993",622,"1","School / Study",175,1790,9.78,"boys"
"26994",622,"1","Social leisure",84,1790,4.69,"boys"
"26995",622,"1","Sport exercise",68,1790,3.8,"boys"
"26996",622,"1","TV/radio",122,1790,6.82,"boys"
"26997",622,"2","Cultural leisure",37,1790,2.07,"boys"
"26998",622,"2","Domestic work",181,1790,10.11,"boys"
"26999",622,"2","Eat drink",132,1790,7.37,"boys"
"27000",622,"2","Miscellaneous",74,1790,4.13,"boys"
"27001",622,"2","Nonsocial leisure",112,1790,6.26,"boys"
"27002",622,"2","Paid work",324,1790,18.1,"boys"
"27003",622,"2","Personal care",524,1790,29.27,"boys"
"27004",622,"2","Religion and volunteering",13,1790,0.73,"boys"
"27005",622,"2","School / Study",12,1790,0.67,"boys"
"27006",622,"2","Social leisure",99,1790,5.53,"boys"
"27007",622,"2","Sport exercise",73,1790,4.08,"boys"
"27008",622,"2","TV/radio",209,1790,11.68,"boys"
"27009",622,"3","Cultural leisure",61,1790,3.41,"boys"
"27010",622,"3","Domestic work",109,1790,6.09,"boys"
"27011",622,"3","Eat drink",141,1790,7.88,"boys"
"27012",622,"3","Miscellaneous",131,1790,7.32,"boys"
"27013",622,"3","Nonsocial leisure",99,1790,5.53,"boys"
"27014",622,"3","Paid work",117,1790,6.54,"boys"
"27015",622,"3","Personal care",748,1790,41.79,"boys"
"27016",622,"3","Religion and volunteering",75,1790,4.19,"boys"
"27017",622,"3","School / Study",13,1790,0.73,"boys"
"27018",622,"3","Social leisure",92,1790,5.14,"boys"
"27019",622,"3","Sport exercise",94,1790,5.25,"boys"
"27020",622,"3","TV/radio",110,1790,6.15,"boys"
"27021",622,"4","Cultural leisure",39,1790,2.18,"boys"
"27022",622,"4","Domestic work",118,1790,6.59,"boys"
"27023",622,"4","Eat drink",86,1790,4.8,"boys"
"27024",622,"4","Miscellaneous",68,1790,3.8,"boys"
"27025",622,"4","Nonsocial leisure",75,1790,4.19,"boys"
"27026",622,"4","Paid work",526,1790,29.39,"boys"
"27027",622,"4","Personal care",442,1790,24.69,"boys"
"27028",622,"4","Religion and volunteering",8,1790,0.45,"boys"
"27029",622,"4","School / Study",201,1790,11.23,"boys"
"27030",622,"4","Social leisure",89,1790,4.97,"boys"
"27031",622,"4","Sport exercise",52,1790,2.91,"boys"
"27032",622,"4","TV/radio",86,1790,4.8,"boys"
"27033",623,"1","Cultural leisure",49,1790,2.74,"boys"
"27034",623,"1","Domestic work",158,1790,8.83,"boys"
"27035",623,"1","Eat drink",119,1790,6.65,"boys"
"27036",623,"1","Miscellaneous",53,1790,2.96,"boys"
"27037",623,"1","Nonsocial leisure",75,1790,4.19,"boys"
"27038",623,"1","Paid work",508,1790,28.38,"boys"
"27039",623,"1","Personal care",370,1790,20.67,"boys"
"27040",623,"1","Religion and volunteering",9,1790,0.5,"boys"
"27041",623,"1","School / Study",175,1790,9.78,"boys"
"27042",623,"1","Social leisure",84,1790,4.69,"boys"
"27043",623,"1","Sport exercise",68,1790,3.8,"boys"
"27044",623,"1","TV/radio",122,1790,6.82,"boys"
"27045",623,"2","Cultural leisure",37,1790,2.07,"boys"
"27046",623,"2","Domestic work",181,1790,10.11,"boys"
"27047",623,"2","Eat drink",132,1790,7.37,"boys"
"27048",623,"2","Miscellaneous",74,1790,4.13,"boys"
"27049",623,"2","Nonsocial leisure",112,1790,6.26,"boys"
"27050",623,"2","Paid work",324,1790,18.1,"boys"
"27051",623,"2","Personal care",524,1790,29.27,"boys"
"27052",623,"2","Religion and volunteering",13,1790,0.73,"boys"
"27053",623,"2","School / Study",12,1790,0.67,"boys"
"27054",623,"2","Social leisure",99,1790,5.53,"boys"
"27055",623,"2","Sport exercise",73,1790,4.08,"boys"
"27056",623,"2","TV/radio",209,1790,11.68,"boys"
"27057",623,"3","Cultural leisure",61,1790,3.41,"boys"
"27058",623,"3","Domestic work",109,1790,6.09,"boys"
"27059",623,"3","Eat drink",142,1790,7.93,"boys"
"27060",623,"3","Miscellaneous",131,1790,7.32,"boys"
"27061",623,"3","Nonsocial leisure",99,1790,5.53,"boys"
"27062",623,"3","Paid work",117,1790,6.54,"boys"
"27063",623,"3","Personal care",746,1790,41.68,"boys"
"27064",623,"3","Religion and volunteering",75,1790,4.19,"boys"
"27065",623,"3","School / Study",13,1790,0.73,"boys"
"27066",623,"3","Social leisure",92,1790,5.14,"boys"
"27067",623,"3","Sport exercise",94,1790,5.25,"boys"
"27068",623,"3","TV/radio",111,1790,6.2,"boys"
"27069",623,"4","Cultural leisure",39,1790,2.18,"boys"
"27070",623,"4","Domestic work",118,1790,6.59,"boys"
"27071",623,"4","Eat drink",86,1790,4.8,"boys"
"27072",623,"4","Miscellaneous",68,1790,3.8,"boys"
"27073",623,"4","Nonsocial leisure",75,1790,4.19,"boys"
"27074",623,"4","Paid work",526,1790,29.39,"boys"
"27075",623,"4","Personal care",442,1790,24.69,"boys"
"27076",623,"4","Religion and volunteering",8,1790,0.45,"boys"
"27077",623,"4","School / Study",201,1790,11.23,"boys"
"27078",623,"4","Social leisure",89,1790,4.97,"boys"
"27079",623,"4","Sport exercise",52,1790,2.91,"boys"
"27080",623,"4","TV/radio",86,1790,4.8,"boys"
"27081",624,"1","Cultural leisure",48,1790,2.68,"boys"
"27082",624,"1","Domestic work",159,1790,8.88,"boys"
"27083",624,"1","Eat drink",118,1790,6.59,"boys"
"27084",624,"1","Miscellaneous",53,1790,2.96,"boys"
"27085",624,"1","Nonsocial leisure",74,1790,4.13,"boys"
"27086",624,"1","Paid work",508,1790,28.38,"boys"
"27087",624,"1","Personal care",370,1790,20.67,"boys"
"27088",624,"1","Religion and volunteering",9,1790,0.5,"boys"
"27089",624,"1","School / Study",175,1790,9.78,"boys"
"27090",624,"1","Social leisure",86,1790,4.8,"boys"
"27091",624,"1","Sport exercise",68,1790,3.8,"boys"
"27092",624,"1","TV/radio",122,1790,6.82,"boys"
"27093",624,"2","Cultural leisure",37,1790,2.07,"boys"
"27094",624,"2","Domestic work",181,1790,10.11,"boys"
"27095",624,"2","Eat drink",132,1790,7.37,"boys"
"27096",624,"2","Miscellaneous",74,1790,4.13,"boys"
"27097",624,"2","Nonsocial leisure",112,1790,6.26,"boys"
"27098",624,"2","Paid work",324,1790,18.1,"boys"
"27099",624,"2","Personal care",524,1790,29.27,"boys"
"27100",624,"2","Religion and volunteering",13,1790,0.73,"boys"
"27101",624,"2","School / Study",12,1790,0.67,"boys"
"27102",624,"2","Social leisure",99,1790,5.53,"boys"
"27103",624,"2","Sport exercise",73,1790,4.08,"boys"
"27104",624,"2","TV/radio",209,1790,11.68,"boys"
"27105",624,"3","Cultural leisure",61,1790,3.41,"boys"
"27106",624,"3","Domestic work",108,1790,6.03,"boys"
"27107",624,"3","Eat drink",141,1790,7.88,"boys"
"27108",624,"3","Miscellaneous",130,1790,7.26,"boys"
"27109",624,"3","Nonsocial leisure",99,1790,5.53,"boys"
"27110",624,"3","Paid work",117,1790,6.54,"boys"
"27111",624,"3","Personal care",748,1790,41.79,"boys"
"27112",624,"3","Religion and volunteering",75,1790,4.19,"boys"
"27113",624,"3","School / Study",13,1790,0.73,"boys"
"27114",624,"3","Social leisure",93,1790,5.2,"boys"
"27115",624,"3","Sport exercise",94,1790,5.25,"boys"
"27116",624,"3","TV/radio",111,1790,6.2,"boys"
"27117",624,"4","Cultural leisure",39,1790,2.18,"boys"
"27118",624,"4","Domestic work",117,1790,6.54,"boys"
"27119",624,"4","Eat drink",85,1790,4.75,"boys"
"27120",624,"4","Miscellaneous",68,1790,3.8,"boys"
"27121",624,"4","Nonsocial leisure",76,1790,4.25,"boys"
"27122",624,"4","Paid work",526,1790,29.39,"boys"
"27123",624,"4","Personal care",442,1790,24.69,"boys"
"27124",624,"4","Religion and volunteering",8,1790,0.45,"boys"
"27125",624,"4","School / Study",201,1790,11.23,"boys"
"27126",624,"4","Social leisure",90,1790,5.03,"boys"
"27127",624,"4","Sport exercise",52,1790,2.91,"boys"
"27128",624,"4","TV/radio",86,1790,4.8,"boys"
"27129",625,"1","Cultural leisure",48,1790,2.68,"boys"
"27130",625,"1","Domestic work",159,1790,8.88,"boys"
"27131",625,"1","Eat drink",118,1790,6.59,"boys"
"27132",625,"1","Miscellaneous",53,1790,2.96,"boys"
"27133",625,"1","Nonsocial leisure",74,1790,4.13,"boys"
"27134",625,"1","Paid work",508,1790,28.38,"boys"
"27135",625,"1","Personal care",369,1790,20.61,"boys"
"27136",625,"1","Religion and volunteering",10,1790,0.56,"boys"
"27137",625,"1","School / Study",175,1790,9.78,"boys"
"27138",625,"1","Social leisure",86,1790,4.8,"boys"
"27139",625,"1","Sport exercise",68,1790,3.8,"boys"
"27140",625,"1","TV/radio",122,1790,6.82,"boys"
"27141",625,"2","Cultural leisure",37,1790,2.07,"boys"
"27142",625,"2","Domestic work",182,1790,10.17,"boys"
"27143",625,"2","Eat drink",131,1790,7.32,"boys"
"27144",625,"2","Miscellaneous",74,1790,4.13,"boys"
"27145",625,"2","Nonsocial leisure",112,1790,6.26,"boys"
"27146",625,"2","Paid work",324,1790,18.1,"boys"
"27147",625,"2","Personal care",524,1790,29.27,"boys"
"27148",625,"2","Religion and volunteering",13,1790,0.73,"boys"
"27149",625,"2","School / Study",12,1790,0.67,"boys"
"27150",625,"2","Social leisure",99,1790,5.53,"boys"
"27151",625,"2","Sport exercise",73,1790,4.08,"boys"
"27152",625,"2","TV/radio",209,1790,11.68,"boys"
"27153",625,"3","Cultural leisure",61,1790,3.41,"boys"
"27154",625,"3","Domestic work",108,1790,6.03,"boys"
"27155",625,"3","Eat drink",141,1790,7.88,"boys"
"27156",625,"3","Miscellaneous",130,1790,7.26,"boys"
"27157",625,"3","Nonsocial leisure",99,1790,5.53,"boys"
"27158",625,"3","Paid work",117,1790,6.54,"boys"
"27159",625,"3","Personal care",748,1790,41.79,"boys"
"27160",625,"3","Religion and volunteering",75,1790,4.19,"boys"
"27161",625,"3","School / Study",13,1790,0.73,"boys"
"27162",625,"3","Social leisure",93,1790,5.2,"boys"
"27163",625,"3","Sport exercise",94,1790,5.25,"boys"
"27164",625,"3","TV/radio",111,1790,6.2,"boys"
"27165",625,"4","Cultural leisure",39,1790,2.18,"boys"
"27166",625,"4","Domestic work",117,1790,6.54,"boys"
"27167",625,"4","Eat drink",85,1790,4.75,"boys"
"27168",625,"4","Miscellaneous",69,1790,3.85,"boys"
"27169",625,"4","Nonsocial leisure",75,1790,4.19,"boys"
"27170",625,"4","Paid work",526,1790,29.39,"boys"
"27171",625,"4","Personal care",442,1790,24.69,"boys"
"27172",625,"4","Religion and volunteering",8,1790,0.45,"boys"
"27173",625,"4","School / Study",201,1790,11.23,"boys"
"27174",625,"4","Social leisure",90,1790,5.03,"boys"
"27175",625,"4","Sport exercise",52,1790,2.91,"boys"
"27176",625,"4","TV/radio",86,1790,4.8,"boys"
"27177",626,"1","Cultural leisure",51,1790,2.85,"boys"
"27178",626,"1","Domestic work",152,1790,8.49,"boys"
"27179",626,"1","Eat drink",127,1790,7.09,"boys"
"27180",626,"1","Miscellaneous",54,1790,3.02,"boys"
"27181",626,"1","Nonsocial leisure",74,1790,4.13,"boys"
"27182",626,"1","Paid work",507,1790,28.32,"boys"
"27183",626,"1","Personal care",363,1790,20.28,"boys"
"27184",626,"1","Religion and volunteering",9,1790,0.5,"boys"
"27185",626,"1","School / Study",178,1790,9.94,"boys"
"27186",626,"1","Social leisure",85,1790,4.75,"boys"
"27187",626,"1","Sport exercise",70,1790,3.91,"boys"
"27188",626,"1","TV/radio",120,1790,6.7,"boys"
"27189",626,"2","Cultural leisure",36,1790,2.01,"boys"
"27190",626,"2","Domestic work",187,1790,10.45,"boys"
"27191",626,"2","Eat drink",131,1790,7.32,"boys"
"27192",626,"2","Miscellaneous",74,1790,4.13,"boys"
"27193",626,"2","Nonsocial leisure",116,1790,6.48,"boys"
"27194",626,"2","Paid work",324,1790,18.1,"boys"
"27195",626,"2","Personal care",516,1790,28.83,"boys"
"27196",626,"2","Religion and volunteering",14,1790,0.78,"boys"
"27197",626,"2","School / Study",12,1790,0.67,"boys"
"27198",626,"2","Social leisure",97,1790,5.42,"boys"
"27199",626,"2","Sport exercise",73,1790,4.08,"boys"
"27200",626,"2","TV/radio",210,1790,11.73,"boys"
"27201",626,"3","Cultural leisure",65,1790,3.63,"boys"
"27202",626,"3","Domestic work",108,1790,6.03,"boys"
"27203",626,"3","Eat drink",140,1790,7.82,"boys"
"27204",626,"3","Miscellaneous",127,1790,7.09,"boys"
"27205",626,"3","Nonsocial leisure",99,1790,5.53,"boys"
"27206",626,"3","Paid work",117,1790,6.54,"boys"
"27207",626,"3","Personal care",740,1790,41.34,"boys"
"27208",626,"3","Religion and volunteering",77,1790,4.3,"boys"
"27209",626,"3","School / Study",14,1790,0.78,"boys"
"27210",626,"3","Social leisure",94,1790,5.25,"boys"
"27211",626,"3","Sport exercise",97,1790,5.42,"boys"
"27212",626,"3","TV/radio",112,1790,6.26,"boys"
"27213",626,"4","Cultural leisure",40,1790,2.23,"boys"
"27214",626,"4","Domestic work",117,1790,6.54,"boys"
"27215",626,"4","Eat drink",81,1790,4.53,"boys"
"27216",626,"4","Miscellaneous",68,1790,3.8,"boys"
"27217",626,"4","Nonsocial leisure",75,1790,4.19,"boys"
"27218",626,"4","Paid work",529,1790,29.55,"boys"
"27219",626,"4","Personal care",442,1790,24.69,"boys"
"27220",626,"4","Religion and volunteering",8,1790,0.45,"boys"
"27221",626,"4","School / Study",199,1790,11.12,"boys"
"27222",626,"4","Social leisure",90,1790,5.03,"boys"
"27223",626,"4","Sport exercise",53,1790,2.96,"boys"
"27224",626,"4","TV/radio",88,1790,4.92,"boys"
"27225",627,"1","Cultural leisure",51,1790,2.85,"boys"
"27226",627,"1","Domestic work",152,1790,8.49,"boys"
"27227",627,"1","Eat drink",127,1790,7.09,"boys"
"27228",627,"1","Miscellaneous",54,1790,3.02,"boys"
"27229",627,"1","Nonsocial leisure",74,1790,4.13,"boys"
"27230",627,"1","Paid work",506,1790,28.27,"boys"
"27231",627,"1","Personal care",364,1790,20.34,"boys"
"27232",627,"1","Religion and volunteering",9,1790,0.5,"boys"
"27233",627,"1","School / Study",178,1790,9.94,"boys"
"27234",627,"1","Social leisure",85,1790,4.75,"boys"
"27235",627,"1","Sport exercise",70,1790,3.91,"boys"
"27236",627,"1","TV/radio",120,1790,6.7,"boys"
"27237",627,"2","Cultural leisure",36,1790,2.01,"boys"
"27238",627,"2","Domestic work",186,1790,10.39,"boys"
"27239",627,"2","Eat drink",131,1790,7.32,"boys"
"27240",627,"2","Miscellaneous",74,1790,4.13,"boys"
"27241",627,"2","Nonsocial leisure",116,1790,6.48,"boys"
"27242",627,"2","Paid work",325,1790,18.16,"boys"
"27243",627,"2","Personal care",516,1790,28.83,"boys"
"27244",627,"2","Religion and volunteering",14,1790,0.78,"boys"
"27245",627,"2","School / Study",12,1790,0.67,"boys"
"27246",627,"2","Social leisure",97,1790,5.42,"boys"
"27247",627,"2","Sport exercise",73,1790,4.08,"boys"
"27248",627,"2","TV/radio",210,1790,11.73,"boys"
"27249",627,"3","Cultural leisure",65,1790,3.63,"boys"
"27250",627,"3","Domestic work",108,1790,6.03,"boys"
"27251",627,"3","Eat drink",140,1790,7.82,"boys"
"27252",627,"3","Miscellaneous",127,1790,7.09,"boys"
"27253",627,"3","Nonsocial leisure",99,1790,5.53,"boys"
"27254",627,"3","Paid work",117,1790,6.54,"boys"
"27255",627,"3","Personal care",740,1790,41.34,"boys"
"27256",627,"3","Religion and volunteering",77,1790,4.3,"boys"
"27257",627,"3","School / Study",14,1790,0.78,"boys"
"27258",627,"3","Social leisure",94,1790,5.25,"boys"
"27259",627,"3","Sport exercise",97,1790,5.42,"boys"
"27260",627,"3","TV/radio",112,1790,6.26,"boys"
"27261",627,"4","Cultural leisure",40,1790,2.23,"boys"
"27262",627,"4","Domestic work",117,1790,6.54,"boys"
"27263",627,"4","Eat drink",81,1790,4.53,"boys"
"27264",627,"4","Miscellaneous",68,1790,3.8,"boys"
"27265",627,"4","Nonsocial leisure",75,1790,4.19,"boys"
"27266",627,"4","Paid work",529,1790,29.55,"boys"
"27267",627,"4","Personal care",442,1790,24.69,"boys"
"27268",627,"4","Religion and volunteering",8,1790,0.45,"boys"
"27269",627,"4","School / Study",199,1790,11.12,"boys"
"27270",627,"4","Social leisure",90,1790,5.03,"boys"
"27271",627,"4","Sport exercise",53,1790,2.96,"boys"
"27272",627,"4","TV/radio",88,1790,4.92,"boys"
"27273",628,"1","Cultural leisure",51,1790,2.85,"boys"
"27274",628,"1","Domestic work",150,1790,8.38,"boys"
"27275",628,"1","Eat drink",128,1790,7.15,"boys"
"27276",628,"1","Miscellaneous",53,1790,2.96,"boys"
"27277",628,"1","Nonsocial leisure",74,1790,4.13,"boys"
"27278",628,"1","Paid work",506,1790,28.27,"boys"
"27279",628,"1","Personal care",364,1790,20.34,"boys"
"27280",628,"1","Religion and volunteering",9,1790,0.5,"boys"
"27281",628,"1","School / Study",178,1790,9.94,"boys"
"27282",628,"1","Social leisure",85,1790,4.75,"boys"
"27283",628,"1","Sport exercise",70,1790,3.91,"boys"
"27284",628,"1","TV/radio",122,1790,6.82,"boys"
"27285",628,"2","Cultural leisure",36,1790,2.01,"boys"
"27286",628,"2","Domestic work",185,1790,10.34,"boys"
"27287",628,"2","Eat drink",131,1790,7.32,"boys"
"27288",628,"2","Miscellaneous",74,1790,4.13,"boys"
"27289",628,"2","Nonsocial leisure",115,1790,6.42,"boys"
"27290",628,"2","Paid work",325,1790,18.16,"boys"
"27291",628,"2","Personal care",516,1790,28.83,"boys"
"27292",628,"2","Religion and volunteering",14,1790,0.78,"boys"
"27293",628,"2","School / Study",12,1790,0.67,"boys"
"27294",628,"2","Social leisure",98,1790,5.47,"boys"
"27295",628,"2","Sport exercise",73,1790,4.08,"boys"
"27296",628,"2","TV/radio",211,1790,11.79,"boys"
"27297",628,"3","Cultural leisure",65,1790,3.63,"boys"
"27298",628,"3","Domestic work",108,1790,6.03,"boys"
"27299",628,"3","Eat drink",140,1790,7.82,"boys"
"27300",628,"3","Miscellaneous",127,1790,7.09,"boys"
"27301",628,"3","Nonsocial leisure",99,1790,5.53,"boys"
"27302",628,"3","Paid work",117,1790,6.54,"boys"
"27303",628,"3","Personal care",740,1790,41.34,"boys"
"27304",628,"3","Religion and volunteering",77,1790,4.3,"boys"
"27305",628,"3","School / Study",14,1790,0.78,"boys"
"27306",628,"3","Social leisure",94,1790,5.25,"boys"
"27307",628,"3","Sport exercise",97,1790,5.42,"boys"
"27308",628,"3","TV/radio",112,1790,6.26,"boys"
"27309",628,"4","Cultural leisure",39,1790,2.18,"boys"
"27310",628,"4","Domestic work",117,1790,6.54,"boys"
"27311",628,"4","Eat drink",81,1790,4.53,"boys"
"27312",628,"4","Miscellaneous",68,1790,3.8,"boys"
"27313",628,"4","Nonsocial leisure",76,1790,4.25,"boys"
"27314",628,"4","Paid work",529,1790,29.55,"boys"
"27315",628,"4","Personal care",442,1790,24.69,"boys"
"27316",628,"4","Religion and volunteering",8,1790,0.45,"boys"
